magnitude,placename,time
2,"34km SSE of Akutan, Alaska",22 Feb 2017 03:06 am
2,"38km SE of Akutan, Alaska",22 Feb 2017 03:51 am
2,"74km W of Anchor Point, Alaska",22 Feb 2017 07:25 am
2,"81km W of Anchor Point, Alaska",22 Feb 2017 12:56 pm
2,"45km SSE of Redoubt Volcano, Alaska",22 Feb 2017 01:04 pm
2,"32km SE of Chignik Lake, Alaska",22 Feb 2017 09:07 pm
2,"34km WSW of Mammoth Lakes, California",23 Feb 2017 12:56 am
2,"54km ENE of Talkeetna, Alaska",23 Feb 2017 04:30 am
2,"67km NE of Kobuk, Alaska",23 Feb 2017 03:04 pm
2,"15km SSW of Baie-Saint-Paul, Canada",23 Feb 2017 04:40 pm
2,"29km S of Akutan, Alaska",24 Feb 2017 03:49 pm
2,"113km NNW of Kodiak Station, Alaska",25 Feb 2017 06:21 am
2,"1km SSE of Houston, Alaska",25 Feb 2017 11:45 am
2,"24km SSW of Smith Valley, Nevada",25 Feb 2017 02:00 pm
2,"123km NNW of Kodiak Station, Alaska",25 Feb 2017 02:55 pm
2,"62km SSW of Redoubt Volcano, Alaska",25 Feb 2017 06:00 pm
2,"119km NNW of Kodiak Station, Alaska",25 Feb 2017 08:37 pm
2,"6km WNW of Templeton, California",26 Feb 2017 02:58 pm
2,"5km WSW of Boscawen, New Hampshire",26 Feb 2017 08:53 pm
2,"37km WNW of Cantwell, Alaska",27 Feb 2017 09:50 am
2,"7km W of Pole Ojea, Puerto Rico",27 Feb 2017 11:47 pm
2,"32km NNW of Currant, Nevada",28 Feb 2017 02:00 am
2,"67km S of Cantwell, Alaska",28 Feb 2017 08:04 am
2,"44km SE of Alamo, Nevada",01 Mar 2017 12:03 pm
2,"119km SSE of Tok, Alaska",01 Mar 2017 12:24 pm
2,"10km NNW of Tanaina, Alaska",01 Mar 2017 03:14 pm
2,"18km N of Austin, Nevada",01 Mar 2017 06:28 pm
2,"49km S of Sterling, Alaska",01 Mar 2017 11:37 pm
1.99,"20km SE of Salina, Utah",01 Feb 2017 08:30 pm
1.99,"27km ENE of Pine Valley, CA",02 Feb 2017 08:21 pm
1.99,"3km ENE of Pahala, Hawaii",05 Feb 2017 08:20 am
1.99,"16km SSE of Hemet, CA",07 Feb 2017 09:39 pm
1.99,"14km SE of Mammoth Lakes, California",08 Feb 2017 12:09 pm
1.99,"8km S of Princeton, Canada",15 Feb 2017 04:13 pm
1.99,"5km S of Volcano, Hawaii",19 Feb 2017 07:41 am
1.98,"6km SW of Lilbourn, Missouri",27 Feb 2017 05:40 pm
1.98,"17km NNW of Grapevine, CA",28 Feb 2017 05:45 am
1.97,"8km NNW of Cabazon, CA",03 Feb 2017 04:26 am
1.97,"29km SSE of Volcano, Hawaii",07 Feb 2017 05:11 am
1.97,"21km N of Barstow, CA",19 Feb 2017 10:00 pm
1.97,"13km WNW of Belfair, Washington",22 Feb 2017 08:59 pm
1.97,"6km W of Fillmore, CA",24 Feb 2017 02:22 am
1.96,"50km SE of Pahala, Hawaii",08 Feb 2017 11:48 am
1.96,"34km NNE of Old Faithful Geyser, Wyoming",09 Feb 2017 12:40 pm
1.96,"9km WNW of Cobb, California",12 Feb 2017 05:49 pm
1.96,"13km ESE of Pahala, Hawaii",13 Feb 2017 01:46 pm
1.96,"3km ENE of Captain Cook, Hawaii",15 Feb 2017 04:58 am
1.96,"4km WNW of Cabazon, CA",17 Feb 2017 01:05 am
1.96,"8km N of Coso Junction, CA",18 Feb 2017 09:28 pm
1.96,"44km ENE of Burney, California",20 Feb 2017 04:38 pm
1.96,"21km NE of Soledad, California",22 Feb 2017 10:23 am
1.96,"24km SSE of Pahala, Hawaii",28 Feb 2017 11:57 am
1.95,"28km SSW of Leilani Estates, Hawaii",02 Feb 2017 07:44 pm
1.95,"16km W of Caldwell, Kansas",02 Feb 2017 09:38 pm
1.95,"23km SW of Coalinga, California",08 Feb 2017 04:23 pm
1.95,"10km SW of Shingletown, California",12 Feb 2017 05:18 pm
1.95,"17km ESE of Old Faithful Geyser, Wyoming",18 Feb 2017 03:15 pm
1.95,"19km SSE of Ridgemark, California",23 Feb 2017 02:02 am
1.95,"5km S of Gilroy, California",26 Feb 2017 09:32 pm
1.94,"5km NW of The Geysers, California",06 Feb 2017 04:28 pm
1.94,"7km ENE of Cathlamet, Washington",12 Feb 2017 02:52 pm
1.94,"8km SW of Little Lake, CA",14 Feb 2017 11:05 am
1.94,"10km ENE of Ocotillo Wells, CA",17 Feb 2017 03:19 pm
1.94,"19km SSE of Ridgemark, California",23 Feb 2017 09:55 am
1.93,"32km WSW of Orland, California",02 Feb 2017 02:13 am
1.93,"5km SSW of West Yellowstone, Montana",09 Feb 2017 10:46 am
1.93,"1km N of Redding, California",15 Feb 2017 02:06 am
1.93,"19km NNE of Upper Lake, California",15 Feb 2017 07:00 am
1.93,"35km SE of Covelo, California",15 Feb 2017 08:22 pm
1.93,"47km NE of Holtville, CA",16 Feb 2017 03:20 pm
1.93,"26km E of Honaunau-Napoopoo, Hawaii",17 Feb 2017 02:03 pm
1.93,"62km NE of Old Faithful Geyser, Wyoming",18 Feb 2017 06:25 pm
1.93,"8km NE of Coalinga, California",23 Feb 2017 03:05 pm
1.93,"4km N of Mascot, Tennessee",25 Feb 2017 06:23 pm
1.93,"23km ESE of Yosemite Valley, California",01 Mar 2017 07:41 am
1.92,"41km ENE of Burney, California",31 Jan 2017 04:12 am
1.92,"33km ENE of Jackson, Wyoming",02 Feb 2017 12:07 am
1.92,"7km SW of Volcano, Hawaii",27 Feb 2017 03:58 pm
1.92,"21km SSW of Los Banos, California",28 Feb 2017 01:33 am
1.92,"14km SW of Rio Dell, California",28 Feb 2017 05:48 pm
1.92,"22km N of Panguitch, Utah",28 Feb 2017 06:05 pm
1.91,"55km WSW of Guadalupe, California",01 Feb 2017 03:43 am
1.91,"15km NNE of Harlan, Kentucky",04 Feb 2017 12:25 am
1.91,"5km E of Calimesa, CA",07 Feb 2017 01:44 am
1.91,"12km SSE of Pahala, Hawaii",09 Feb 2017 03:45 am
1.91,"3km ESE of Avenal, California",11 Feb 2017 12:57 am
1.91,"6km NE of Lake Arrowhead, CA",13 Feb 2017 06:58 pm
1.91,"8km NNE of Hawaiian Ocean View, Hawaii",15 Feb 2017 12:39 am
1.91,"18km NNE of Upper Lake, California",17 Feb 2017 06:53 am
1.91,"6km S of Lilbourn, Missouri",22 Feb 2017 12:05 pm
1.91,"1km ENE of Brea, CA",26 Feb 2017 09:31 pm
1.9,"41km S of Tanaga Volcano, Alaska",31 Jan 2017 05:44 am
1.9,"94km SSE of Unalaska, Alaska",31 Jan 2017 07:17 am
1.9,"68km WSW of Cantwell, Alaska",31 Jan 2017 08:11 am
1.9,"78km WSW of Larsen Bay, Alaska",31 Jan 2017 11:30 am
1.9,"62km SSW of Redoubt Volcano, Alaska",31 Jan 2017 09:01 pm
1.9,"35km NNW of Anchor Point, Alaska",01 Feb 2017 12:30 am
1.9,"69km WSW of Dutch Harbor, Alaska",01 Feb 2017 07:12 am
1.9,"79km NW of Talkeetna, Alaska",01 Feb 2017 07:51 am
1.9,"40km NNW of Valdez, Alaska",01 Feb 2017 09:58 am
1.9,"94km E of King Salmon, Alaska",01 Feb 2017 05:54 pm
1.9,"47km SW of Homer, Alaska",01 Feb 2017 06:55 pm
1.9,"83km NW of Chirikof Island, Alaska",02 Feb 2017 03:07 am
1.9,"79km ENE of Old Iliamna, Alaska",02 Feb 2017 05:08 am
1.9,"80km S of King Salmon, Alaska",02 Feb 2017 10:18 am
1.9,"3km SSE of Palmarejo, Puerto Rico",02 Feb 2017 04:23 pm
1.9,"29km WSW of Hawthorne, Nevada",03 Feb 2017 04:55 am
1.9,"24km ESE of Honaunau-Napoopoo, Hawaii",03 Feb 2017 02:10 pm
1.9,"27km WSW of Hawthorne, Nevada",03 Feb 2017 06:25 pm
1.9,"48km N of Nikiski, Alaska",03 Feb 2017 08:02 pm
1.9,"94km W of Dutch Harbor, Alaska",03 Feb 2017 08:24 pm
1.9,"100km S of Coldfoot, Alaska",04 Feb 2017 02:34 am
1.9,"40km SW of Valdez, Alaska",04 Feb 2017 08:34 am
1.9,"68km SW of Anchor Point, Alaska",04 Feb 2017 10:51 pm
1.9,"20km WNW of Anchor Point, Alaska",05 Feb 2017 08:43 am
1.9,"75km SSW of Redoubt Volcano, Alaska",05 Feb 2017 12:40 pm
1.9,"54km NNE of Valdez, Alaska",05 Feb 2017 08:46 pm
1.9,"96km NE of Chirikof Island, Alaska",06 Feb 2017 03:26 am
1.9,"130km W of Gustavus, Alaska",06 Feb 2017 06:56 pm
1.9,"3km SE of Avenal, California",06 Feb 2017 11:00 pm
1.9,"122km SSW of Sand Point, Alaska",07 Feb 2017 01:23 pm
1.9,"112km SSW of False Pass, Alaska",07 Feb 2017 04:42 pm
1.9,"37km NW of Beatty, Nevada",07 Feb 2017 05:37 pm
1.9,"12km ENE of Eureka, Nevada",07 Feb 2017 08:52 pm
1.9,"33km NNW of Fritz Creek, Alaska",07 Feb 2017 08:53 pm
1.9,"59km SE of Tanaga Volcano, Alaska",07 Feb 2017 11:09 pm
1.9,"18km NNW of Currant, Nevada",08 Feb 2017 01:51 am
1.9,"53km NE of North Pole, Alaska",08 Feb 2017 11:49 am
1.9,"40km W of Cantwell, Alaska",08 Feb 2017 12:07 pm
1.9,"92km SSW of False Pass, Alaska",08 Feb 2017 07:12 pm
1.9,"22km E of Tonopah, Nevada",09 Feb 2017 02:32 am
1.9,"35km SW of Talkeetna, Alaska",09 Feb 2017 07:33 am
1.9,"108km S of Homer, Alaska",09 Feb 2017 11:53 am
1.9,"77km S of Unalaska, Alaska",09 Feb 2017 04:23 pm
1.9,"83km E of King Salmon, Alaska",09 Feb 2017 11:05 pm
1.9,"60km S of Cantwell, Alaska",10 Feb 2017 02:52 am
1.9,"117km NNW of Kodiak Station, Alaska",10 Feb 2017 07:47 am
1.9,"10km SSW of Junction, Utah",10 Feb 2017 09:27 am
1.9,"76km NNE of Sutton-Alpine, Alaska",10 Feb 2017 10:09 am
1.9,"7km E of Y, Alaska",10 Feb 2017 02:03 pm
1.9,"57km SSW of Redoubt Volcano, Alaska",10 Feb 2017 05:54 pm
1.9,"16km S of Big Lake, Alaska",10 Feb 2017 07:26 pm
1.9,"111km W of Talkeetna, Alaska",11 Feb 2017 06:21 am
1.9,"61km WSW of Anchor Point, Alaska",11 Feb 2017 11:15 am
1.9,"107km NNW of Kodiak, Alaska",11 Feb 2017 01:46 pm
1.9,"22km SSE of Valdez, Alaska",11 Feb 2017 04:05 pm
1.9,"83km ESE of Seward, Alaska",11 Feb 2017 06:53 pm
1.9,"1km SSE of Puerto Real, Puerto Rico",11 Feb 2017 08:54 pm
1.9,"39km NNW of Valdez, Alaska",11 Feb 2017 10:24 pm
1.9,"129km W of Talkeetna, Alaska",11 Feb 2017 10:26 pm
1.9,"3km NNW of La Parguera, Puerto Rico",11 Feb 2017 11:31 pm
1.9,"85km SSW of Redoubt Volcano, Alaska",12 Feb 2017 02:57 am
1.9,"75km SSW of Redoubt Volcano, Alaska",12 Feb 2017 03:42 am
1.9,"91km WSW of Cantwell, Alaska",12 Feb 2017 07:47 am
1.9,"68km SW of Adak, Alaska",12 Feb 2017 04:59 pm
1.9,"65km WSW of Anchor Point, Alaska",12 Feb 2017 06:00 pm
1.9,"51km SSW of Redoubt Volcano, Alaska",12 Feb 2017 06:48 pm
1.9,"52km WSW of Valdez, Alaska",12 Feb 2017 10:33 pm
1.9,"38km SW of Adak, Alaska",13 Feb 2017 01:58 pm
1.9,"111km SSE of Old Iliamna, Alaska",13 Feb 2017 03:15 pm
1.9,"116km NNE of Arctic Village, Alaska",13 Feb 2017 04:22 pm
1.9,"53km S of Owyhee, Nevada",13 Feb 2017 08:02 pm
1.9,"46km SE of Adak, Alaska",14 Feb 2017 12:57 am
1.9,"22km ENE of Little Lake, CA",14 Feb 2017 01:08 am
1.9,"53km N of Amatignak Island, Alaska",14 Feb 2017 03:21 am
1.9,"58km ENE of Sutton-Alpine, Alaska",14 Feb 2017 03:41 am
1.9,"43km S of Redoubt Volcano, Alaska",14 Feb 2017 04:07 am
1.9,"50km SW of Valdez, Alaska",14 Feb 2017 08:44 am
1.9,"75km NNW of Talkeetna, Alaska",14 Feb 2017 11:02 am
1.9,"13km SSW of Knik-Fairview, Alaska",14 Feb 2017 01:53 pm
1.9,"41km ESE of Lincoln, Maine",14 Feb 2017 05:50 pm
1.9,"50km SSW of Redoubt Volcano, Alaska",14 Feb 2017 08:34 pm
1.9,"71km WSW of Anchor Point, Alaska",14 Feb 2017 10:08 pm
1.9,"101km NW of Larsen Bay, Alaska",15 Feb 2017 11:54 am
1.9,"45km ESE of Beatty, Nevada",15 Feb 2017 01:09 pm
1.9,"29km WSW of Hawthorne, Nevada",15 Feb 2017 05:39 pm
1.9,"30km WSW of Adak, Alaska",15 Feb 2017 10:42 pm
1.9,"166km SSE of Yakutat, Alaska",16 Feb 2017 02:08 am
1.9,"59km NW of Middleton Island, Alaska",16 Feb 2017 07:23 am
1.9,"88km NNW of Nikiski, Alaska",16 Feb 2017 08:28 am
1.9,"62km SSE of Adak, Alaska",16 Feb 2017 01:15 pm
1.9,"14km SSE of Guanica, Puerto Rico",17 Feb 2017 07:34 pm
1.9,"30km WNW of Anchor Point, Alaska",18 Feb 2017 03:02 am
1.9,"98km SE of Cold Bay, Alaska",18 Feb 2017 04:37 am
1.9,"29km S of Redoubt Volcano, Alaska",18 Feb 2017 07:25 am
1.9,"46km NW of Willow, Alaska",18 Feb 2017 10:09 pm
1.9,"20km WNW of Kalifornsky, Alaska",19 Feb 2017 12:30 am
1.9,"92km W of Larsen Bay, Alaska",19 Feb 2017 10:15 am
1.9,"76km E of Old Iliamna, Alaska",19 Feb 2017 12:48 pm
1.9,"50km S of Redoubt Volcano, Alaska",19 Feb 2017 04:22 pm
1.9,"79km WSW of Cantwell, Alaska",20 Feb 2017 06:44 am
1.9,"29km SSE of Cordova, Alaska",20 Feb 2017 09:21 pm
1.9,"90km ESE of Adak, Alaska",20 Feb 2017 10:14 pm
1.9,"51km SW of Unalaska, Alaska",21 Feb 2017 02:55 am
1.9,"26km ENE of Bridgeport, California",21 Feb 2017 03:23 am
1.9,"28km S of Redoubt Volcano, Alaska",21 Feb 2017 05:17 am
1.9,"102km N of Kodiak, Alaska",21 Feb 2017 08:35 am
1.9,"47km NW of Anchor Point, Alaska",21 Feb 2017 09:15 am
1.9,"13km SW of Adak, Alaska",21 Feb 2017 10:46 am
1.9,"99km N of Redoubt Volcano, Alaska",21 Feb 2017 04:16 pm
1.9,"37km SSE of Adak, Alaska",21 Feb 2017 04:16 pm
1.9,"73km E of Old Iliamna, Alaska",21 Feb 2017 08:44 pm
1.9,"15km E of Tanaga Volcano, Alaska",21 Feb 2017 09:50 pm
1.9,"4km SSE of Esperanza, Puerto Rico",21 Feb 2017 11:45 pm
1.9,"40km NE of Sand Point, Alaska",22 Feb 2017 06:40 am
1.9,"84km E of Old Iliamna, Alaska",22 Feb 2017 08:42 am
1.9,"78km N of Talkeetna, Alaska",22 Feb 2017 10:42 am
1.9,"52km ENE of Sterling, Alaska",23 Feb 2017 07:03 am
1.9,"31km SSE of Whittier, Alaska",23 Feb 2017 08:07 pm
1.9,"30km SW of Rio Dell, California",23 Feb 2017 09:07 pm
1.9,"85km NW of Talkeetna, Alaska",23 Feb 2017 11:56 pm
1.9,"31km SSW of Cantwell, Alaska",24 Feb 2017 08:47 pm
1.9,"11km W of Rincon, Puerto Rico",25 Feb 2017 09:52 am
1.9,"7km NW of Talkeetna, Alaska",25 Feb 2017 12:27 pm
1.9,"35km E of Lazy Mountain, Alaska",25 Feb 2017 12:58 pm
1.9,"109km W of Cantwell, Alaska",25 Feb 2017 04:17 pm
1.9,"35km NE of Fernley, Nevada",26 Feb 2017 03:07 am
1.9,"100km SE of King Salmon, Alaska",27 Feb 2017 10:20 am
1.9,"12km SSW of La Parguera, Puerto Rico",27 Feb 2017 04:38 pm
1.9,"32km SSW of North Nenana, Alaska",27 Feb 2017 05:44 pm
1.9,"50km S of Redoubt Volcano, Alaska",27 Feb 2017 06:01 pm
1.9,"51km WNW of Willow, Alaska",28 Feb 2017 11:41 am
1.9,"6km NW of The Geysers, California",01 Mar 2017 04:58 am
1.9,"29km WSW of Hawthorne, Nevada",01 Mar 2017 11:06 pm
1.89,"27km SSW of Afton, Wyoming",31 Jan 2017 01:51 am
1.89,"0km N of Pahala, Hawaii",11 Feb 2017 11:43 pm
1.89,"2km NE of The Geysers, California",20 Feb 2017 04:57 pm
1.89,"8km ENE of San Martin, California",23 Feb 2017 04:13 am
1.89,"16km SE of Volcano, Hawaii",27 Feb 2017 05:36 pm
1.89,"5km NW of Boron, CA",28 Feb 2017 04:29 pm
1.88,"7km S of Pearblossum, CA",02 Feb 2017 09:06 pm
1.88,"8km NE of Aguanga, CA",25 Feb 2017 04:41 pm
1.88,"11km S of Princeton, Canada",28 Feb 2017 02:14 pm
1.87,"13km SSE of Volcano, Hawaii",31 Jan 2017 08:49 am
1.87,"5km S of Volcano, Hawaii",03 Feb 2017 06:54 am
1.87,"11km E of Quarry near Portola Valley, CA",09 Feb 2017 01:43 pm
1.87,"13km SE of Bridgeport, California",11 Feb 2017 08:08 am
1.87,"14km SE of Palo Cedro, California",18 Feb 2017 01:40 pm
1.87,"24km ESE of Honaunau-Napoopoo, Hawaii",23 Feb 2017 06:20 am
1.87,"11km WNW of Brockville, Canada",24 Feb 2017 06:31 pm
1.87,"11km WNW of Morongo Valley, CA",25 Feb 2017 09:20 am
1.87,"9km NW of Colusa, California",01 Mar 2017 10:52 pm
1.86,"4km SSE of Princeton, Canada",31 Jan 2017 11:52 am
1.86,"16km SE of Liberty Lake, Washington",03 Feb 2017 01:43 pm
1.86,"3km SE of The Geysers, California",03 Feb 2017 08:06 pm
1.86,"7km SSW of Volcano, Hawaii",06 Feb 2017 12:13 am
1.86,"2km NW of The Geysers, California",15 Feb 2017 06:32 am
1.86,"8km NE of Aguanga, CA",19 Feb 2017 10:23 am
1.86,"6km W of Fillmore, CA",24 Feb 2017 04:02 am
1.86,"31km SSW of Dubois, Wyoming",25 Feb 2017 08:58 pm
1.86,"4km SSE of Pahala, Hawaii",01 Mar 2017 09:44 pm
1.85,"12km SSE of Volcano, Hawaii",31 Jan 2017 11:16 am
1.85,"2km S of Pahala, Hawaii",02 Feb 2017 12:57 am
1.85,"37km ENE of Burney, California",02 Feb 2017 06:20 pm
1.85,"39km ESE of Leilani Estates, Hawaii",09 Feb 2017 12:34 pm
1.85,"6km ESE of Anthony, Kansas",10 Feb 2017 09:15 am
1.85,"4km SE of Clinton, Tennessee",13 Feb 2017 10:58 pm
1.85,"10km S of Pahala, Hawaii",16 Feb 2017 07:01 pm
1.85,"8km W of Brentwood, California",20 Feb 2017 01:55 am
1.85,"6km WNW of The Geysers, California",21 Feb 2017 04:18 am
1.85,"12km ENE of Quinault Census Designated Place, Washington",23 Feb 2017 03:34 am
1.85,"32km E of King City, California",26 Feb 2017 06:34 pm
1.85,"10km SSE of Westport, Washington",27 Feb 2017 12:24 am
1.85,"1km WNW of Pahala, Hawaii",28 Feb 2017 06:23 am
1.85,"46km SE of Pahala, Hawaii",28 Feb 2017 12:55 pm
1.84,"6km NW of The Geysers, California",31 Jan 2017 11:29 pm
1.84,"9km WSW of Atascadero, California",02 Feb 2017 08:22 pm
1.84,"24km SE of Mammoth Lakes, California",13 Feb 2017 10:07 am
1.84,"10km S of Big Bear City, CA",14 Feb 2017 05:54 pm
1.84,"7km NW of Lakeland Village, CA",16 Feb 2017 04:49 am
1.84,"6km NE of Pahala, Hawaii",23 Feb 2017 03:42 pm
1.84,"13km NNE of Bigfork, Montana",26 Feb 2017 04:01 am
1.84,"4km SW of Ainaloa, Hawaii",27 Feb 2017 08:14 pm
1.83,"4km SSE of Volcano, Hawaii",03 Feb 2017 04:44 pm
1.83,"1km SSE of Kahaluu-Keauhou, Hawaii",19 Feb 2017 11:05 pm
1.83,"1km SE of Pahala, Hawaii",21 Feb 2017 03:59 am
1.83,"3km ESE of Indianola, Washington",22 Feb 2017 03:54 am
1.82,"8km NW of Friday Harbor, Washington",01 Feb 2017 10:56 am
1.82,"3km E of Granite Falls, Washington",02 Feb 2017 03:34 pm
1.82,"6km SSE of Honaunau-Napoopoo, Hawaii",08 Feb 2017 08:23 pm
1.82,"36km NE of Old Faithful Geyser, Wyoming",08 Feb 2017 11:39 pm
1.82,"7km NNE of Borrego Springs, CA",09 Feb 2017 12:10 pm
1.82,"16km SE of Volcano, Hawaii",14 Feb 2017 09:27 am
1.82,"14km E of Pahala, Hawaii",15 Feb 2017 01:11 pm
1.82,"9km S of Pahala, Hawaii",16 Feb 2017 06:43 pm
1.82,"4km NW of The Geysers, California",17 Feb 2017 12:38 pm
1.82,"18km E of Anthony, Kansas",17 Feb 2017 09:57 pm
1.82,"16km W of Independence, CA",27 Feb 2017 06:37 pm
1.81,"25km ENE of Soledad, California",04 Feb 2017 01:01 pm
1.81,"19km SE of Anthony, Kansas",04 Feb 2017 07:02 pm
1.81,"23km NNW of Ocotillo, CA",05 Feb 2017 06:31 pm
1.81,"5km WSW of Volcano, Hawaii",12 Feb 2017 10:23 pm
1.81,"18km NNE of Upper Lake, California",14 Feb 2017 02:56 am
1.81,"19km SSW of Conway Springs, Kansas",14 Feb 2017 06:07 am
1.81,"11km S of Enterprise, Utah",16 Feb 2017 02:40 pm
1.81,"2km ENE of The Geysers, California",20 Feb 2017 10:30 pm
1.81,"5km WNW of Cobb, California",27 Feb 2017 11:55 am
1.81,"26km E of Honaunau-Napoopoo, Hawaii",27 Feb 2017 05:21 pm
1.8,"186km WNW of Haines Junction, Canada",31 Jan 2017 07:15 am
1.8,"100km E of Nikolski, Alaska",31 Jan 2017 08:02 am
1.8,"74km SW of Dutch Harbor, Alaska",31 Jan 2017 12:58 pm
1.8,"69km SE of Unalaska, Alaska",31 Jan 2017 01:42 pm
1.8,"75km W of Anchor Point, Alaska",31 Jan 2017 09:15 pm
1.8,"73km SSW of Redoubt Volcano, Alaska",01 Feb 2017 09:14 am
1.8,"23km NNE of Badger, Alaska",01 Feb 2017 04:42 pm
1.8,"25km SSE of Sterling, Alaska",01 Feb 2017 09:36 pm
1.8,"51km SSW of Redoubt Volcano, Alaska",02 Feb 2017 01:15 am
1.8,"83km NE of Kodiak, Alaska",02 Feb 2017 07:47 am
1.8,"19km ENE of Nellis Air Force Base, Nevada",02 Feb 2017 11:52 am
1.8,"84km NNW of Talkeetna, Alaska",02 Feb 2017 02:01 pm
1.8,"35km WSW of Willow, Alaska",02 Feb 2017 08:23 pm
1.8,"10km N of Meadow Lakes, Alaska",02 Feb 2017 08:47 pm
1.8,"105km NE of Chignik Lake, Alaska",03 Feb 2017 03:24 am
1.8,"48km WSW of Anchor Point, Alaska",03 Feb 2017 08:23 am
1.8,"45km ESE of Beatty, Nevada",03 Feb 2017 02:42 pm
1.8,"125km NNW of Chirikof Island, Alaska",03 Feb 2017 04:48 pm
1.8,"94km W of Dutch Harbor, Alaska",03 Feb 2017 07:44 pm
1.8,"93km W of Dutch Harbor, Alaska",03 Feb 2017 07:50 pm
1.8,"99km SSW of Larsen Bay, Alaska",03 Feb 2017 10:48 pm
1.8,"63km NNE of Redoubt Volcano, Alaska",04 Feb 2017 07:15 am
1.8,"114km W of Larsen Bay, Alaska",04 Feb 2017 03:19 pm
1.8,"110km W of Cantwell, Alaska",05 Feb 2017 02:06 am
1.8,"64km SW of Cantwell, Alaska",05 Feb 2017 06:44 am
1.8,"92km WSW of Cantwell, Alaska",05 Feb 2017 07:13 am
1.8,"35km WSW of Warm Springs, Nevada",05 Feb 2017 10:23 am
1.8,"152km NNW of Redoubt Volcano, Alaska",05 Feb 2017 02:10 pm
1.8,"8km W of Y, Alaska",05 Feb 2017 02:59 pm
1.8,"74km WSW of Dutch Harbor, Alaska",05 Feb 2017 04:28 pm
1.8,"15km WSW of Esperanza, Puerto Rico",05 Feb 2017 09:45 pm
1.8,"21km WSW of Willow, Alaska",06 Feb 2017 06:31 am
1.8,"10km NNE of Napa, California",06 Feb 2017 09:59 am
1.8,"81km SSW of Redoubt Volcano, Alaska",06 Feb 2017 02:30 pm
1.8,"60km WSW of Anchor Point, Alaska",06 Feb 2017 06:44 pm
1.8,"29km WSW of Hawthorne, Nevada",06 Feb 2017 07:54 pm
1.8,"4km E of Stillwater, Oklahoma",06 Feb 2017 10:39 pm
1.8,"53km ENE of Y, Alaska",07 Feb 2017 05:07 am
1.8,"61km N of Fort Yukon, Alaska",07 Feb 2017 11:03 am
1.8,"121km N of Larsen Bay, Alaska",07 Feb 2017 12:40 pm
1.8,"76km SSE of Cold Bay, Alaska",07 Feb 2017 05:00 pm
1.8,"40km WNW of Anchorage, Alaska",07 Feb 2017 05:26 pm
1.8,"58km NW of Ester, Alaska",07 Feb 2017 07:25 pm
1.8,"93km WNW of Cantwell, Alaska",07 Feb 2017 08:22 pm
1.8,"55km WSW of Adak, Alaska",07 Feb 2017 08:32 pm
1.8,"34km NW of Kodiak Station, Alaska",08 Feb 2017 12:10 am
1.8,"28km ESE of Fritz Creek, Alaska",08 Feb 2017 01:48 am
1.8,"28km SW of Hawthorne, Nevada",08 Feb 2017 02:08 am
1.8,"65km W of Anchor Point, Alaska",08 Feb 2017 02:49 am
1.8,"102km W of Cantwell, Alaska",08 Feb 2017 02:53 am
1.8,"73km WSW of Dutch Harbor, Alaska",08 Feb 2017 04:02 am
1.8,"29km WSW of Hawthorne, Nevada",08 Feb 2017 06:46 am
1.8,"62km NE of Kodiak, Alaska",08 Feb 2017 11:53 am
1.8,"131km S of Unalaska, Alaska",09 Feb 2017 12:24 am
1.8,"51km WNW of Anchor Point, Alaska",09 Feb 2017 02:08 am
1.8,"94km E of Nikolski, Alaska",09 Feb 2017 05:28 am
1.8,"30km WSW of Anchor Point, Alaska",09 Feb 2017 02:35 pm
1.8,"10km ENE of Willow, Alaska",09 Feb 2017 05:46 pm
1.8,"13km WNW of Rincon, Puerto Rico",10 Feb 2017 04:32 am
1.8,"53km S of Old Iliamna, Alaska",10 Feb 2017 12:04 pm
1.8,"62km WSW of Anchor Point, Alaska",10 Feb 2017 12:19 pm
1.8,"18km SSE of Sterling, Alaska",10 Feb 2017 10:00 pm
1.8,"93km NNE of Dawson, Canada",11 Feb 2017 02:23 am
1.8,"3km W of Bedford, New Hampshire",11 Feb 2017 11:59 am
1.8,"90km WNW of Tanana, Alaska",11 Feb 2017 01:00 pm
1.8,"0km SSW of Palmarejo, Puerto Rico",12 Feb 2017 01:13 am
1.8,"88km NW of Talkeetna, Alaska",12 Feb 2017 06:42 am
1.8,"154km S of Fort McPherson, Canada",12 Feb 2017 11:22 am
1.8,"51km S of Redoubt Volcano, Alaska",12 Feb 2017 02:42 pm
1.8,"46km S of Redoubt Volcano, Alaska",12 Feb 2017 02:49 pm
1.8,"66km WSW of Gustavus, Alaska",12 Feb 2017 10:05 pm
1.8,"68km WSW of Big Lake, Alaska",13 Feb 2017 12:48 am
1.8,"19km WNW of Anchor Point, Alaska",13 Feb 2017 01:37 am
1.8,"93km WSW of Healy, Alaska",13 Feb 2017 03:06 am
1.8,"82km NNW of Talkeetna, Alaska",13 Feb 2017 10:54 am
1.8,"20km W of Kenai, Alaska",13 Feb 2017 11:56 am
1.8,"24km ENE of Greenfield, California",13 Feb 2017 01:12 pm
1.8,"57km S of Owyhee, Nevada",13 Feb 2017 08:24 pm
1.8,"34km NE of Bonners Ferry, Idaho",13 Feb 2017 10:16 pm
1.8,"57km S of Owyhee, Nevada",13 Feb 2017 11:19 pm
1.8,"57km SSW of Adak, Alaska",14 Feb 2017 12:53 am
